State,Avg,Standard deviation,Skewness,Kurtosis,delta_power,theta_power,alpha_power,beta_power,gamma_power
NREM,0.5970242884140137,0.23654667645457828,-0.7799868638828188,-0.6471798253165644,0.0019244565836980428,0.0003263506849923746,0.00014043637037405068,0.00032451989044427355,0.00016012423781229244
NREM,0.3577265421173386,0.14309528478156405,0.646685208069941,0.4814165483290256,0.002852052938691518,0.0013672925203521518,0.0020647002229102515,0.003491578464385711,0.0010730915844218737
NREM,0.43709951920074935,0.15099985653501027,-0.0976104252767845,0.09713668356051874,0.00521327688594777,0.001135207636687556,0.0010941275380143365,0.0024925354329338257,0.0011740788469918628
NREM,0.48676667338032903,0.1580179209128143,0.110019223492057,-0.5194191728227922,0.0034896554168246073,0.003986449586816909,0.0025194936577079058,0.004889917899677186,0.0010375963053742738
NREM,0.6243377111308022,0.26861492055297326,-0.6370029209727658,-0.5266299548194677,0.002759398016527622,7.845445977401128e-05,3.731798043912688e-05,8.545640630348007e-05,3.6428292596642605e-05
NREM,0.3572174303683738,0.15396232843502938,0.48626817857995236,0.37179176873675734,0.002517807589491345,0.000488995393043835,0.001044480425609203,0.0010577863671661157,0.00035136708348940387
NREM,0.48591909476661954,0.18222830698602188,0.12135450376284085,-0.4623213600410585,0.007447759400112152,0.0019049911129974935,0.0022769403216435433,0.0028067452230428865,0.0010215861642227362
NREM,0.419431566951567,0.1612322555858775,0.3153848388016603,-0.3008955717743622,0.004719500613995772,0.0015324668856369027,0.0009841510124649032,0.003074915304210161,0.0009893472670779104
NREM,0.3613148839976205,0.13016945347144845,0.4800317463046319,0.6757832248088009,0.004242419656897877,0.0015619114896525085,0.0014958573643479463,0.002190608399651669,0.0007524576720098306
NREM,0.4303658223062381,0.15522602739718275,0.18703316395890238,-0.24722463290338714,0.004658836941369393,0.0027930173030922623,0.001991046905226489,0.0029376144055476092,0.0010948687340603495
NREM,0.511011498698401,0.1693565193535969,-0.07726978096864456,-0.4557180198121431,0.006503388873002601,0.001091172442274327,0.0017391941213197714,0.004539332742010318,0.0011996810781346617
NREM,0.4283505671641791,0.1740645904612761,0.1255731522495921,-0.3087429919426201,0.0061485279229990045,0.0018312164269891824,0.0029111540686579973,0.004115619569040206,0.0012673149715407201
NREM,0.5758270704514904,0.2542331581390121,-0.5230566007259233,-0.5424017268447945,0.0020645371916862224,8.704299190957895e-05,3.158280966251677e-05,7.299623743496282e-05,4.73869236002273e-05
NREM,0.3531803688435669,0.2043239261369145,1.193843353661735,0.8304932381221533,0.0030020210900705358,0.0007130894470300366,0.0008540847370394347,0.0007783414091364189,0.0004013106850853206
NREM,0.5026045095986038,0.1720259890075675,0.06208424829775713,-0.4059909133633397,0.004866844328801526,0.0024855371806468325,0.002017267971147309,0.0025239750765797615,0.0011373364565758206
NREM,0.48338120965214665,0.12353154306404353,0.12300382389342841,1.7563182199143093,0.002713850470165734,0.002028379910690657,0.0011739201111458188,0.0022473759834876314,0.0006700691621776319
NREM,0.7757695860987087,0.11786836302215312,-3.9997286826958045,20.474097065083033,0.0008405365436732965,0.0004166802444794679,0.00015694579734666696,0.0003371647364975591,0.00012769023265225103
NREM,0.5622281347851298,0.24588498001155978,-0.3045829182961757,-0.4681923778583821,0.001488066335818367,5.642597711554656e-05,3.631346087159076e-05,7.200655230122475e-05,2.9323789812873188e-05
NREM,0.49625776504297997,0.14891458782148292,0.04219301596053769,0.31538477428758016,0.005040064854433794,0.0013569854479210978,0.002535214247213714,0.002422905298851147,0.0012004782549625117
NREM,0.45553922077922077,0.14290809670835006,0.3752672608585918,0.3678615106603855,0.005400852734419818,0.0014585112973384002,0.0010078909832866817,0.0016360112078274472,0.0005962241376166562
NREM,0.3200813008130081,0.11161586642182043,0.853372894628087,2.733016515017913,0.00333651685243777,0.0006955078717769119,0.0007836142104652593,0.0008581166887936755,0.0004245713883622504
NREM,0.499939736087206,0.12907044234514045,0.13471093670633796,0.7179305108394547,0.004120336800099821,0.0026034555032997623,0.0015668936358677983,0.002262968248081233,0.0007635632720078612
NREM,0.4728584961948249,0.16280783385867545,0.3858722201746413,0.02638557664676533,0.004287115390736221,0.001700570679262792,0.001328946321442246,0.0019771104870690286,0.0008101891228834318
NREM,0.5184477722419929,0.16794693947873945,-0.15860038320731823,-0.18340831314465733,0.00589901874943034,0.0016301981848492895,0.002332734919885093,0.003503341723016373,0.0010891624615610143
NREM,0.42812466096115864,0.14915571567672486,0.12764975425319441,0.2823051496105631,0.005704766369668826,0.0018361746522193498,0.0011644345030609876,0.0017719638307224178,0.0007438129084215001
NREM,0.4261269015795868,0.12983028255814702,0.09537627150470211,0.45406678992018046,0.004504190012316988,0.0015144008661467968,0.0009148764757607672,0.001813112523437369,0.0006520988681528684
NREM,0.557790282542886,0.2614063109613489,-0.40386856469626875,-0.6671096761992215,0.0024780232175413445,0.00013026316318780125,6.530193580113987e-05,8.608005698470404e-05,2.790443524341799e-05
NREM,0.36025799952482773,0.13101949823888148,0.2080165020488985,0.5060548472719018,0.00525820547012813,0.0007145014945975218,0.001008229532557935,0.0012477340778795616,0.0005611448264988656
NREM,0.426712077170418,0.15971371878429338,0.29917557661656885,0.04134986717597222,0.006307117393418334,0.0020313938301293705,0.0017620792715076494,0.004293330091603622,0.0011343267076022413
NREM,0.4386739783535585,0.15494176149164482,-0.005005605002025205,0.07820427449944711,0.005874590706073957,0.0027042749447717986,0.0027778775027403452,0.0025694327553395548,0.0009267492545131416
NREM,0.45087884830711816,0.15748006628026215,0.6039799358150338,0.031012721908594276,0.005920950067760455,0.0011291332932724203,0.001941678871514898,0.0031710396781919475,0.0005716344680067435
NREM,0.4944711111111111,0.16056707941302717,-0.031111470667013075,-0.5128704826720991,0.005341997215420977,0.002068157663362777,0.0019758692172427896,0.0030316536835168738,0.0009084885963025048
NREM,0.45196627748294166,0.16963114887199815,0.06044519962862612,-0.46146666017698923,0.0041319025678900915,0.0038531215741127644,0.0019435566290675324,0.004030057135138613,0.0013122263809544185
NREM,0.5026693317393903,0.2329998190600985,-0.03098206549276345,-0.7065029666891607,0.0015102674456184512,0.00034502270985315375,0.0001804561619728097,0.0005954143886102635,0.0001153138916966196
NREM,0.322519683824947,0.14101173927355065,1.020100696796217,1.960155295906742,0.0012700613347838487,0.0008683502281553976,0.0008038118436665416,0.0011109942468121045,0.00029027535788837626
NREM,0.4110953738153738,0.16455608487918005,0.19092752422805354,-0.42668997362757466,0.007564497070649734,0.0019838182177093545,0.0013604916667182346,0.0032514888821483425,0.0012058948811183045
NREM,0.6122567587504705,0.26347861172385684,-0.5354091926809404,-0.49705163053739865,0.0024432977013568334,0.00010143493092635211,7.9197291286086e-05,0.00011808926191931058,4.092029336464969e-05
NREM,0.3826021862348178,0.1646561499233803,0.7980537500128947,0.890956478317511,0.002279791501788112,0.0009238017557902612,0.0008375078606050512,0.0019394906531908158,0.0005684939012199732
NREM,0.34482963579604575,0.1262602222208604,0.43914373238312704,0.7442404347613625,0.0033446253249742076,0.0017206347815801608,0.001232577079166612,0.0015676755751362424,0.000500236372291827
NREM,0.5196370731707317,0.13730752660603163,-0.0015951937056778792,-0.39198338108740005,0.004014802868304407,0.002369454228318475,0.001100931740810468,0.0020347735143827063,0.0007100741719219324
NREM,0.41524321947389087,0.15629467881749293,-0.004136849856256423,-0.17132517903821443,0.006741088579600737,0.0018586050386644353,0.0019442343418429814,0.002690194727516433,0.0014433291664447674
NREM,0.44108962091503273,0.13963659844203835,0.5350260350435494,0.8190312849082879,0.002148286751285735,0.002347774456130122,0.00181816469474482,0.002523718578944282,0.001075315555138069
NREM,0.44166717264957267,0.15624132691025489,0.09405470735930783,-0.2726146831001528,0.004988197252573469,0.002428493245609329,0.0008352421789736266,0.0029621514559751527,0.0010852797824327728
NREM,0.6705064898466639,0.14223581245783953,-1.3659858910686187,3.405861703013813,0.0036053021305043915,0.000643932027421374,0.0006354985202280566,0.001044916460342535,0.0003414694733220488
NREM,0.5610826140426141,0.24668435132730085,-0.7733264881793445,-0.6315212174566209,0.0015740423487645237,0.0003782517999780915,0.0003513350538595162,0.0003645783230280055,0.0001487192186836195
NREM,0.45440192822710235,0.12883668779460553,1.036782735006462,2.288144133637256,0.0033723601306940706,0.0014566649721446368,0.0009766452020007598,0.0014511961233475421,0.0004575377086599433
NREM,0.6251278630310717,0.23483989637243421,-0.8681813060524336,-0.2506894216409732,0.0025020135263947663,0.000498871968875445,0.0004008294090638041,0.0006816546223488146,0.00023804070634583964
NREM,0.46974559006211186,0.15280420159805003,-0.07288225662048756,0.09445166817777384,0.003674576576887461,0.0018272174757837482,0.0013234179820792932,0.0033198544781895606,0.0008371699989669682
NREM,0.5449260599846194,0.24523243665902716,-0.32171326206315737,-1.0667229875171182,0.0015647301351213326,0.00022858524132610128,0.0002215553860571947,0.00038505366705603427,0.0001591358993858676
NREM,0.4593561259079903,0.1824812262275056,-0.013790814802748587,-0.4030404385631181,0.006226635954866425,0.0037615980449437316,0.003273255088084727,0.003998566844913758,0.0008245179211692816
NREM,0.43443478827361565,0.16163603300914367,0.31747362529132195,0.05533048100690019,0.007968946413994269,0.001423681178330925,0.0010324287036412117,0.0031580827455184703,0.0007096751988826106
NREM,0.50603800245718,0.22575908563884162,0.07605223967546025,0.18064677188082712,0.002611265038834332,0.00011640512467624655,4.4226010524495805e-05,0.00010391029054461223,3.349269402177336e-05
NREM,0.3255974334241979,0.23720558187107538,1.0432141884224113,-0.2566440929498106,0.0007703662285380771,0.00020665215822505964,0.0001494336131915967,0.0002282052326485567,8.356856931493952e-05
NREM,0.3565644902634593,0.1384306569519676,0.3167735328408441,0.7543092456537157,0.004489854882049011,0.0010883000428931235,0.0011132581427028346,0.0023589100505181488,0.00043919639253225777
NREM,0.4360771400966184,0.1591809182061968,-0.1126969734646708,-0.0693876480696618,0.004267143517185119,0.001780022700832577,0.0020145960476724866,0.0020345779573368392,0.0006809424400589674
NREM,0.5908727866961453,0.2737563397850445,-0.41826213410043717,-0.9784110342607462,0.0021572101972198807,0.00020983765210161787,0.00011097406785638215,0.00022671834596444093,8.002280767419356e-05
NREM,0.5040774875256824,0.17015052910322945,0.43559638299862735,-0.38539876789195615,0.005211479459906784,0.0011930225083706474,0.0015976889835039123,0.0035627744445240065,0.0008588209843625232
NREM,0.41802051750380514,0.16205241851373492,0.30671385409421564,-0.3153133338712375,0.006469142327027681,0.0025752192454960195,0.0018998879413891989,0.0030480916629895723,0.0012234279662059165
NREM,0.3245504,0.12566450006222674,0.535176985593751,0.9050027657090833,0.0029528420791338364,0.001482742823285981,0.002067734689099975,0.002086888494825901,0.0007311390552072188
NREM,0.48975995174909526,0.15804061650391438,-0.12187937852271372,-0.1387009547644218,0.0037129768350707567,0.002472442789817714,0.0012758682500536118,0.0028197618072677887,0.0009476027453933767
NREM,0.4295723787528869,0.14831054586504291,0.2600261681964215,0.14216911785440978,0.005239279277437504,0.0020611202342325015,0.0015439853764038212,0.0046331140216092845,0.0007531024632814741
NREM,0.4082176190476191,0.1711753540754052,0.26967171329567224,-0.17477272167578173,0.007090249428505458,0.0034522597873050715,0.0022620627432918925,0.004093109850573709,0.0013896135781026637
NREM,0.465613296398892,0.1737492362169246,-0.08325839736512587,-0.42089078497958266,0.00902927933732071,0.0015214007171556344,0.0019954793343379927,0.0034619132208515155,0.0011445407675719204
NREM,0.3794126569105691,0.14677433189742817,0.2832785618800243,0.08273048938402372,0.004813270570016379,0.002915413764736949,0.0005741449439702752,0.0014833500974036431,0.0006035493332993835
NREM,0.6748592573945877,0.1662345135561034,-2.4380768805422113,6.535984996743549,0.00836356284965012,0.0009328401350816233,0.00044187150161106045,0.0006849654609665422,0.0002294784043891099
NREM,0.4449048967152049,0.17451427302347527,0.12970115933177906,-0.3619655718018904,0.007540988231503853,0.0019166335761364825,0.002113736348505344,0.002754719257077252,0.0012753800398018792
NREM,0.4314981689642983,0.15963401460036583,0.4925781289223998,0.3301157204424823,0.005302383912091382,0.002817114427018758,0.0021488524123126802,0.002491497983499983,0.000978744561491126
NREM,0.46317342857142857,0.14395397086795855,0.12031741159156448,0.25639381092646296,0.004677619508618858,0.0015521811623600821,0.0021267013046343663,0.0028063515777486895,0.0009129805104845302
NREM,0.45874809688581314,0.14246255470159092,-0.010851130398844899,0.6915784397497,0.003929302987260212,0.000935633482547807,0.0016795712687377826,0.0015622057734584651,0.00044217241867808044
NREM,0.36145868678401794,0.14252919559434366,0.24791054065561563,-0.15375660971108962,0.0033947621779560682,0.0013956181960615073,0.0022995934957083498,0.002455211455313072,0.0007775170502216025
NREM,0.3968313596233078,0.15808073180255708,0.5031655727766009,0.17442172134895362,0.006041010253535928,0.0031230675583246055,0.0019959733018884334,0.0036900562000130345,0.001031977981745355
NREM,0.4908360820045558,0.1602578044944546,-0.4310113098377948,-0.21673345555416113,0.004752424227867917,0.0011830260731636373,0.001493081288043937,0.0020549513368235814,0.0005579366789707056
NREM,0.4474223066485753,0.14338469267130094,0.39893285690470365,0.2559519512810584,0.004160591744904069,0.0010203334788692934,0.0007908964986807886,0.0015400663225640088,0.0006792822344402706
NREM,0.5227882287968442,0.17755586151722189,-0.0908444112403178,-0.3021983934260075,0.007309111166187834,0.0024543130068108445,0.0016723033259836934,0.0025286198367391417,0.0010807093961856065
NREM,0.46626970157553294,0.22664829791886779,0.5938389616165481,0.08940795828910275,0.0019046202589338545,0.00016570638605146884,0.0001608539118289863,0.00035352463053680427,9.523440521555634e-05
NREM,0.33238695773339527,0.25295433334230394,0.7849341595169746,-0.797076292200062,0.0008520904001430355,0.00023094011184680583,0.0002323836346226072,0.00038207633148209104,0.00011462679178721894
NREM,0.4828392189679219,0.16246522377492942,0.04078051319164708,0.29759295473976355,0.00630562328401256,0.0014573818648674522,0.0021376533323232993,0.003449049836561416,0.0010169314133649623
NREM,0.4258475540983606,0.15099637311974845,0.31523243897868264,0.05176881376192011,0.005025985672273823,0.00227381274344937,0.0018913373138774183,0.0025230072916909655,0.0007129434767076062
NREM,0.47690058143169745,0.14952419972219658,0.10379577305162882,0.48628317340622873,0.002498344119528984,0.0015379177012132988,0.0015357887184752888,0.0016976017267568352,0.0009081896827949506
NREM,0.3882145219638243,0.1540574140506484,0.4159163383786977,-0.13344853415551183,0.006453834595187478,0.0016912992424392272,0.0011710764559850996,0.0026372443670733287,0.0009652970271948922
NREM,0.5854289655172413,0.1533276136046062,-0.07169670953033878,0.10973585766514526,0.0038332690456826567,0.002415804096888248,0.0011889263193054376,0.0018657073732085655,0.0015854676895769842
NREM,0.4952024950232249,0.16700585760946465,0.12075119266849377,-0.07042163461355244,0.005190909596671552,0.0017465041828875335,0.0006893121335651794,0.002149177857526372,0.0009949342700306988
NREM,0.6132240057740888,0.2727058543405467,-0.8294072004330317,-0.39128234411453855,0.001693022731090293,8.465508895171619e-05,5.2065478368417426e-05,0.00012477599425490484,6.894022129824104e-05
NREM,0.3644031670421628,0.11924227842175451,0.16709760825349354,0.11484913150412623,0.0027537224392434508,0.0012945759551572897,0.0004802737032541356,0.0012094735801013378,0.0007498831267613283
NREM,0.48803124620060784,0.16472694393779866,-0.14087731862987515,-0.4518012552448232,0.004076346598899015,0.0026007914571414964,0.001966381342151079,0.0024272488397601454,0.0010758301001470606
NREM,0.4868293845135672,0.15267441450040256,-0.1332454992140759,0.2668311692960992,0.005490772940779137,0.0016085467212740203,0.001583579333294159,0.0016993186764592734,0.0008618290658345459
NREM,0.48561075251509056,0.14933746931817823,-0.17683067731128987,0.05746505637218613,0.0035698884265502892,0.00201682221089902,0.0018995623344322463,0.0036004343520572054,0.0010212169159159036
NREM,0.3662077443146896,0.14107488919684832,0.21148707568319186,-0.037985501652143316,0.004998906338096559,0.0015306014174076273,0.001241648547173131,0.002290683173966812,0.0007680595468865786
NREM,0.4207782556917688,0.15363807867396528,0.29194402149505283,-0.10292481254741936,0.005486849469832118,0.0020515655477184747,0.0017092718811034457,0.002777270058555244,0.0009809141043056325
NREM,0.5928061138211381,0.17096080920071424,-0.2199468489953892,-0.41720978763012706,0.0049409597775090085,0.0018822232192217394,0.0005144864709256362,0.0024879635237067916,0.0013427452703957928
NREM,0.5138986993530814,0.17444195880893884,-0.0669539182148995,-0.29958746553797866,0.00657615125229909,0.0014266869140369973,0.00116549835764226,0.0018240290795528853,0.0008342991394793872
NREM,0.6022305072536268,0.25722911141113824,-0.45786692969445375,-0.6368796372376622,0.002880186020591784,0.00020105022044628623,0.00011204789238225767,0.00021829646590108037,8.363613482806787e-05
NREM,0.4101964116675839,0.17543762363124202,0.8045236619416882,0.4109553418822083,0.0041785789686545885,0.001405205160421402,0.0012754414096977106,0.002413245130492778,0.0007549656152433078
NREM,0.7422031446691396,0.22123787757802926,-1.9865476085429323,2.8242086142949443,0.0017686550647066878,0.0001842256598619689,0.00012341419802083085,0.00022999970357046444,0.00011396101004706975
NREM,0.710494231912785,0.17908288112847434,-2.129905760891278,4.768740999581959,0.0015215501625861572,0.000228648470260325,0.00011853687521729954,0.00029313738488115734,8.115670514042807e-05
NREM,0.4263976261127596,0.14270501469092808,0.4914879720601223,0.10246751014875422,0.001902634216868937,0.0016233942598093095,0.0013203811853761075,0.0022034412137118395,0.0006332196846857599
NREM,0.4430845382585752,0.15432313570803444,0.13487522671655072,-0.24596703847711554,0.005380007829542311,0.0017693820591542903,0.001369592648237443,0.0027543446756694064,0.001056732362056567
NREM,0.6845057556171129,0.2360600159338336,-1.237009141461093,0.35632340135873264,0.002575853745042154,0.0004301164893363846,0.00033788843062311665,0.0006285489460357437,0.0002046661295594165
NREM,0.3576866476578411,0.1436402503782556,0.8614130084138393,0.9773887040423306,0.002873503724113209,0.0005598561878382215,0.0004424351179012009,0.0014861089589472687,0.0005138052069153534
NREM,0.36112042496679947,0.14240050036903953,0.3880526054113972,0.2123975145003807,0.003928490071136023,0.0014113224836626642,0.0011252321694919876,0.0026139609889943155,0.0006465836372557842
NREM,0.5295125297113752,0.1625856940038899,-0.43256320284608457,-0.044393145618692564,0.0029197018156836485,0.001508241420241376,0.0015426123680473947,0.003390879376460834,0.0006954801020210848
NREM,0.39454247944755017,0.15280734995353515,0.3365984804859757,0.28696456273256254,0.006225012180120601,0.001865780225992754,0.00152141209052748,0.002930945727789127,0.0010980925007223726
NREM,0.6742585897674419,0.227144333699826,-1.5082522766959374,0.996475608148498,0.0040812052256267405,0.00017439472585714752,0.00013015286785044507,0.00027576088248376093,7.637584506214027e-05
NREM,0.527282367835757,0.1859356734070955,0.09494077090774644,-0.7822004389780148,0.002199788398235787,0.0006406057878107923,0.0007180721041294335,0.0010422931933781465,0.0004340707384474148
NREM,0.40122834567901233,0.15777233956990488,0.24833127683377515,-0.15498532839820678,0.005329384227259584,0.002275415807935376,0.001801125500095619,0.0033764904160217915,0.0009161620308539859
NREM,0.4539984072651066,0.15149559533850027,0.30307750434871716,0.013443373166246442,0.0033709092475900397,0.0014838508162966424,0.0029525488430994307,0.0033831219159616366,0.0011084222703406045
NREM,0.41847509914175796,0.14811809521381714,0.3712579963094224,0.020095794730996097,0.00481548570438258,0.0017422045496667542,0.002565778021035783,0.003387235165299129,0.001222171691880883
NREM,0.4221391780821918,0.1499739800730395,0.27953457616269006,-0.3476869960697888,0.006960729503826689,0.0018019508697449341,0.0015943711369721142,0.003951581366092225,0.0008875541273738672
NREM,0.4846448289738431,0.17355507812846035,0.21201194450674302,-0.1806006984947408,0.006674565204991682,0.0019232932287842723,0.0015915300002339737,0.002395939023357619,0.0006059299251187273
NREM,0.4815313557522124,0.14154851717561778,-0.049872672320190554,-0.10480763844165963,0.006288274214512304,0.0017295189298931314,0.0016649765069891255,0.002465215395265897,0.0010548268467332467
NREM,0.49281093242733104,0.17864744008726524,0.03669348483254412,-0.4425404539062958,0.00564571288819553,0.001807161263766381,0.0013438785038934098,0.0018465833920799633,0.0008737784995118739
NREM,0.5461998144844809,0.14717629225872186,0.0654740805265846,0.22687033521630262,0.007522116537993766,0.001440014953040164,0.0009066326601556323,0.00229544200798317,0.0008901676678265659
NREM,0.3320071872376154,0.11919550399564258,0.8876448526356777,2.25391018176167,0.004412325187122368,0.0011489114396667104,0.0009802524332644482,0.0012727811625300196,0.0005360564258920638
